ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),Delivery_Distance,Delivery_Speed,Delivery_Distance_km
0xddc9,AURGRES06DEL03,20,5.0,19.874449,75.360232,19.964449,75.450232,20:30,2,1,1,1,3,0.0,1,1,28.0,0.12727922061358088,Normal,13.735965288529389
0x2eef,VADRES05DEL03,35,4.6,22.310526,73.170937,22.400526,73.260937,22:55,6,2,0,1,3,1.0,1,1,21.0,0.12727922061358088,Normal,13.631330662170873
0xcdf9,AGRRES17DEL03,22,4.9,27.157772,78.04725,27.187772,78.07725,20:35,2,1,0,2,3,0.0,1,1,30.0,0.042426406871191945,Normal,4.464864633689885
0x558a,COIMBRES02DEL01,35,4.7,11.022477,76.995667,11.132477,77.105667,21:55,4,1,2,3,4,0.0,1,1,27.0,0.15556349186103965,Normal,17.137482577838597
0x359d,SURRES14DEL02,20,5.0,21.157729,72.768726,21.287729,72.898726,19:05,0,3,1,1,3,1.0,1,1,27.0,0.18384776310849843,Normal,19.76188040923094
0x477b,JAPRES09DEL03,25,5.0,26.911378,75.789034,26.941378,75.819034,20:45,2,1,2,1,3,1.0,1,1,29.0,0.04242640687119446,Normal,4.469203457950985
0x697b,INDORES18DEL02,27,4.8,22.753839,75.897429,22.833838,75.977429,19:50,0,1,0,1,3,1.0,2,1,40.0,0.11313637788527552,Normal,12.09893438000095
0xe109,KNPRES16DEL01,25,4.7,26.482581,80.315628,26.492581,80.325628,10:35,3,2,2,3,4,0.0,1,1,19.0,0.014142135623725625,Fast,1.4922842147892665
0x2836,CHENRES18DEL01,34,4.9,12.981615,80.231598,13.021615,80.271598,17:05,2,3,0,1,3,0.0,1,3,26.0,0.05656854249491883,Normal,6.210030477135088
0xa18c,INDORES20DEL01,29,4.8,22.732225,75.874765,22.772225,75.914765,16:10,4,3,0,1,3,1.0,1,4,21.0,0.05656854249492762,Normal,6.050355980667947
0x5979,CHENRES05DEL01,32,4.0,13.058616,80.264151,13.098616,80.304151,12:50,2,0,2,0,3,1.0,1,1,34.0,0.05656854249492762,Normal,6.209089325963786
0x67ad,CHENRES06DEL01,25,4.7,13.054347,80.257221,13.164347,80.367221,18:45,6,3,2,3,3,1.0,1,1,27.0,0.15556349186103965,Normal,17.07395729139767
0x5c6b,SURRES19DEL01,36,4.6,21.149669,72.772629,21.259669,72.882629,20:50,0,1,0,3,3,3.0,1,3,50.0,0.15556349186103965,Slow,16.722543155307
0x1203,PUNERES18DEL02,21,4.9,18.593481,73.785901,18.723481,73.915901,21:35,0,1,1,1,3,1.0,1,1,30.0,0.1838477631085085,Normal,19.91296718928853
0x396c,CHENRES05DEL01,36,4.2,13.058616,80.264151,13.168616,80.374151,18:05,6,3,1,1,4,1.0,1,3,36.0,0.15556349186103965,Normal,17.073813051007523
0x77cf,PUNERES03DEL03,24,4.9,18.554382,73.798206,18.644382,73.888206,24:05,0,2,0,1,3,1.0,1,1,24.0,0.12727922061358088,Normal,13.788169484007305
0xf6a,BANGRES15DEL03,34,4.9,12.975377,77.696664,13.065377,77.786664,23:15,2,2,2,1,4,1.0,1,1,24.0,0.12727922061358088,Normal,13.972053024557594
0x7f12,PUNERES02DEL03,29,4.5,18.55144,73.804855,18.64144,73.894855,23:25,1,2,2,3,2,1.0,1,3,25.0,0.12727922061358088,Normal,13.788282220013778
0x639b,CHENRES03DEL03,31,4.5,13.091809,80.219104,13.181809,80.309104,21:60,2,1,1,0,4,1.0,1,1,25.0,0.12727922061358088,Normal,13.968842021961057
0x5f86,INDORES03DEL01,24,4.7,22.751857,75.866699,22.791857,75.906699,12:30,4,0,1,1,3,0.0,1,1,10.0,0.05656854249492762,Fast,6.049956259946466
0x6ba8,COIMBRES06DEL02,23,4.8,11.021278,76.995017,11.041278,77.015017,8:60,4,2,1,1,3,0.0,1,1,17.0,0.028284271247458786,Fast,3.1161470193369545
0xd050,KOCRES19DEL01,29,4.1,9.960846,76.293936,10.030846,76.363936,21:20,1,1,2,3,3,1.0,1,1,35.0,0.09899494936611203,Normal,10.924508385005714
0x3e2c,CHENRES20DEL01,33,4.6,12.975996,80.221898,13.015996,80.261898,14:40,4,0,1,2,3,1.0,1,3,23.0,0.05656854249492762,Normal,6.210098947886509
0x348b,CHENRES16DEL03,27,4.3,13.049645,80.242268,13.079645,80.272268,22:15,3,2,0,0,3,1.0,1,3,24.0,0.0424264068711932,Normal,4.65694538594946
0xbe6b,JAPRES05DEL03,21,4.7,26.905287,75.794592,26.965287,75.854592,23:30,1,2,1,0,3,1.0,1,3,15.0,0.0848528137423864,Fast,8.938093974530164
0x1a9f,MUMRES03DEL01,32,4.6,19.22384,72.841347,19.23384,72.851347,11:55,4,0,1,1,3,1.0,1,1,22.0,0.014142135623735673,Normal,1.5292976945190186
0x4a23,MYSRES010DEL02,27,4.6,12.321214,76.621094,12.371214,76.671094,19:45,1,1,2,3,4,0.0,1,1,23.0,0.07071067811865325,Normal,7.772282029629311
0x33e7,MYSRES01DEL01,32,4.7,12.311072,76.654878,12.381072,76.724878,22:35,2,2,1,1,3,1.0,1,1,16.0,0.09899494936612209,Fast,10.881197531246407
0xdea9,GOARES07DEL02,30,5.0,15.561295,73.749478,15.581295,73.769478,8:50,3,2,2,2,2,1.0,1,3,24.0,0.028284271247470093,Normal,3.087890466832629
0x2535,HYDRES20DEL01,28,4.7,17.483216,78.552111,17.493216,78.562111,8:25,6,2,2,2,4,1.0,1,1,16.0,0.014142135623735673,Fast,1.5366213355982792
0xdc75,LUDHRES15DEL01,37,5.0,30.899584,75.809346,30.969584,75.879346,21:30,0,1,1,3,4,1.0,1,1,43.0,0.09899494936611203,Slow,10.254765380990598
0x5b0d,PUNERES18DEL02,31,4.7,18.593481,73.785901,18.613481,73.805901,8:15,0,2,2,0,3,0.0,1,1,15.0,0.028284271247468833,Fast,3.064002956584147
0x9ece,VADRES12DEL03,22,4.6,0.0,0.0,0.03,0.03,17:30,3,3,2,3,3,1.0,1,1,24.0,0.042426406871192854,Normal,4.717601092054723
0xcdca,DEHRES01DEL01,39,4.9,0.0,0.0,0.01,0.01,11:05,6,2,1,2,4,1.0,1,1,28.0,0.01414213562373095,Normal,1.5725337292863206
0x2123,PUNERES04DEL03,31,4.4,18.51421,73.838429,18.54421,73.868429,19:30,3,1,1,2,3,1.0,1,1,34.0,0.04242640687119446,Normal,4.596951629499115
0x7bad,COIMBRES14DEL03,33,3.6,11.003681,76.975525,11.093681,77.065525,18:50,2,3,2,0,3,1.0,1,3,34.0,0.12727922061357083,Normal,14.022253080995231
0xbfbf,BHPRES11DEL02,29,5.0,23.233219,77.433571,23.363219,77.563571,18:25,1,3,0,3,3,1.0,1,3,32.0,0.18384776310850096,Normal,19.627167871570084
0x7cf7,CHENRES13DEL01,24,4.5,13.027018,80.254791,13.137018,80.364791,23:05,1,2,2,1,4,0.0,1,1,23.0,0.15556349186103965,Normal,17.074879617078196
0xb92,CHENRES010DEL01,38,4.6,13.066762,80.251865,13.136762,80.321865,21:30,4,1,1,3,4,0.0,1,1,23.0,0.09899494936612083,Normal,10.865409153294227
0x2ba7,BANGRES03DEL03,28,4.0,12.979166,77.640709,13.039166,77.700709,22:15,3,2,0,2,3,1.0,1,1,29.0,0.08485281374238766,Normal,9.314907489514157
0x86f5,MUMRES08DEL02,35,4.5,19.065838,72.832658,19.115838,72.882658,18:25,4,3,0,1,3,0.0,1,1,28.0,0.0707106781186633,Normal,7.6495063183287915
0xc552,GOARES09DEL01,35,4.6,15.303897,73.914336,15.373897,73.984336,22:20,2,2,0,3,3,0.0,1,1,26.0,0.09899494936611203,Normal,10.813454754876
0x2ebc,JAPRES16DEL02,21,4.7,26.849596,75.800512,26.899596,75.850512,21:25,1,1,2,0,2,0.0,1,1,24.0,0.07071067811865325,Normal,7.450185408246093
0x8757,CHENRES05DEL03,20,5.0,13.058616,80.264151,13.118616,80.324151,23:30,3,2,2,3,3,1.0,1,1,18.0,0.0848528137423864,Fast,9.313449926160661
0x5636,MUMRES13DEL02,31,3.9,19.178321,72.834715,19.308321,72.964715,19:40,3,1,2,0,4,1.0,1,1,40.0,0.18384776310849843,Normal,19.880040740546
0x93ad,MYSRES18DEL03,24,4.8,12.337928,76.617889,12.397928,76.677889,21:45,0,1,2,0,2,1.0,1,1,27.0,0.08485281374237762,Normal,9.326360257118816
0x963c,VADRES20DEL03,38,4.8,22.311358,73.164798,22.341358,73.194798,22:60,3,2,1,0,4,1.0,1,1,23.0,0.04242640687119446,Normal,4.544215521132342
0xa96e,VADRES20DEL01,30,5.0,22.311358,73.164798,22.421358,73.274798,19:60,2,1,0,1,3,2.0,1,1,36.0,0.15556349186104218,Normal,16.659917302375394
0x46ca,VADRES05DEL01,21,4.8,22.310526,73.170937,22.350526,73.210937,13:35,6,0,0,1,3,1.0,1,3,16.0,0.05656854249492762,Fast,6.058870515565882
0x794c,CHENRES010DEL02,25,4.7,13.066762,80.251865,13.196762,80.381865,23:10,2,2,0,0,3,1.0,1,1,15.0,0.1838477631085085,Fast,20.17741678822261
0x38d9,HYDRES16DEL01,30,4.6,17.440827,78.393391,17.450827,78.403391,9:15,1,2,0,1,3,1.0,1,1,23.0,0.014142135623735673,Normal,1.5367917694809952
0x9712,RANCHIRES08DEL01,38,4.5,23.353783,85.326967,23.423783,85.396967,19:35,3,1,2,0,3,0.0,1,1,25.0,0.09899494936612209,Normal,10.565179206181444
0x6f3f,INDORES17DEL01,38,3.9,22.761226,75.887522,22.831226,75.957521,21:05,6,1,2,0,4,1.0,1,1,41.0,0.09899424226185802,Slow,10.5864846162781
0x45e2,PUNERES16DEL02,34,4.7,18.536718,73.830327,18.586718,73.880327,19:25,2,1,1,1,4,1.0,1,1,30.0,0.07071067811865325,Normal,7.660895664241821
0xa36b,RANCHIRES18DEL03,36,4.7,23.351489,85.324253,23.441489,85.414253,19:40,1,1,1,0,4,1.0,1,3,38.0,0.12727922061358088,Normal,13.583440059634135
0x89ec,COIMBRES14DEL02,30,4.6,11.003681,76.975525,11.083681,77.055525,22:10,1,1,2,2,4,3.0,1,3,49.0,0.11313708498984645,Slow,12.464329297636581
0x3016,COIMBRES06DEL01,27,4.6,11.021278,76.995017,11.131278,77.105017,24:05,0,2,1,2,3,1.0,1,1,20.0,0.15556349186103965,Fast,17.13751702263965
0xd732,DEHRES11DEL02,21,4.5,0.0,0.0,0.05,0.05,21:50,2,1,2,2,4,1.0,1,1,24.0,0.07071067811865477,Normal,7.8626681674103684
0x3c2a,BANGRES15DEL03,23,5.0,12.975377,77.696664,13.035377,77.756664,23:60,3,2,1,2,3,1.0,1,3,19.0,0.08485281374238766,Fast,9.314976789360625
0x2b7f,PUNERES09DEL02,38,3.8,18.536562,73.896485,18.616562,73.976485,19:55,3,1,2,0,4,1.0,1,1,41.0,0.11313708498984519,Slow,12.256927745913815
0x311e,CHENRES17DEL02,33,4.5,13.045479,80.23311,13.095479,80.28311,18:05,3,3,1,0,3,1.0,1,1,27.0,0.07071067811865199,Normal,7.761486237714824
0x1939,HYDRES05DEL01,28,4.8,17.433809,78.386744,17.443809,78.396744,10:10,2,2,2,0,3,0.0,1,1,18.0,0.014142135623735673,Fast,1.5368199501604665
0x96b,CHENRES15DEL01,0,4.630110732538331,13.026286,80.275235,13.066286,80.315235,13:45,3,0,1,2,4,1.0,1,1,32.0,0.05656854249492762,Normal,6.209485128886319
0xf44,MUMRES07DEL01,30,4.9,19.091458,72.827808,19.161458,72.897808,19:40,0,1,0,1,3,0.0,1,1,45.0,0.09899494936611203,Slow,10.708220667367794
0xb4f,SURRES06DEL03,33,4.8,21.185047,72.80859,21.215047,72.83859,22:55,6,2,1,2,4,1.0,1,1,25.0,0.042426406871191945,Normal,4.5607604314529
0x1188,JAPRES16DEL02,28,4.8,26.849596,75.800512,26.899596,75.850512,21:15,4,1,2,2,4,1.0,1,3,15.0,0.07071067811865325,Fast,7.450185408246093
0x63d2,MUMRES16DEL03,22,4.6,19.120083,72.907385,19.210083,72.997385,24:05,0,2,0,3,3,0.0,1,3,22.0,0.12727922061357083,Normal,13.766192440641818
0x954e,MUMRES08DEL03,36,4.7,19.065838,72.832658,19.155838,72.922658,17:45,2,3,0,1,3,1.0,1,1,42.0,0.12727922061358088,Slow,13.768325585874765
0x9bc1,COIMBRES14DEL02,37,4.9,11.003681,76.975525,11.053681,77.025525,23:05,6,2,1,1,3,1.0,1,1,24.0,0.07071067811865199,Normal,7.790401204068506
0xa82a,PUNERES20DEL01,35,4.8,18.592718,73.773572,18.602718,73.783572,9:10,4,2,1,3,4,0.0,1,1,13.0,0.014142135623733162,Fast,1.5320260227341909
0xa158,SURRES08DEL03,32,4.9,21.173343,72.792731,21.263343,72.882731,19:10,0,3,0,2,3,0.0,1,1,41.0,0.12727922061358088,Slow,13.68149202266889
0x7ee8,MUMRES17DEL03,31,4.4,19.121999,72.908493,19.211999,72.998493,21:35,2,1,0,2,3,1.0,1,1,39.0,0.12727922061357083,Normal,13.766116995711348
0xcde0,KOLRES13DEL02,34,4.8,22.553227,88.353273,22.683227,88.483273,17:40,1,3,2,3,4,2.0,1,3,44.0,0.18384776310849843,Slow,19.67249528098233
0x66b8,PUNERES02DEL03,38,4.5,18.55144,73.804855,18.61144,73.864855,20:30,2,1,1,1,4,1.0,1,1,30.0,0.08485281374238891,Normal,9.192571532077613
0xb296,INDORES03DEL02,30,4.7,22.751857,75.866699,22.881857,75.996699,17:35,4,3,1,1,3,1.0,1,3,17.0,0.1838477631085085,Fast,19.659373527443684
0x7502,INDORES19DEL02,34,4.9,22.745536,75.893106,22.825536,75.973106,18:50,4,3,0,2,3,1.0,1,1,33.0,0.11313708498984519,Normal,12.099354574706966
0x3074,HYDRES04DEL02,21,4.2,17.411028,78.329645,17.431028,78.349645,9:15,6,2,0,0,3,0.0,1,1,22.0,0.028284271247458786,Normal,3.073782598017619
0x9355,HYDRES08DEL03,26,4.3,17.438263,78.397865,17.498263,78.457865,20:45,4,1,0,3,3,0.0,1,3,48.0,0.08485281374238891,Slow,9.220209378254708
0xe02b,BHPRES05DEL02,36,4.3,23.214459,77.434976,23.344459,77.564976,22:55,0,2,2,3,4,1.0,1,1,36.0,0.18384776310849843,Normal,19.628433732209125
0xa4ff,RANCHIRES03DEL01,33,4.9,0.0,0.0,0.07,0.07,21:45,1,1,1,1,4,2.0,1,1,40.0,0.09899494936611666,Normal,11.007734763744619
0x948b,VADRES17DEL01,24,4.5,0.0,0.0,0.04,0.04,15:10,1,0,0,2,3,0.0,1,1,28.0,0.0565685424949238,Normal,6.290134677634678
0x2eab,RANCHIRES010DEL01,25,4.2,23.354422,85.3329,23.394422,85.3729,12:60,4,0,0,2,3,1.0,1,1,44.0,0.05656854249492762,Slow,6.037544630194255
0x5efb,RANCHIRES19DEL01,22,4.6,23.333017,85.3172,23.343017,85.3272,8:60,1,2,1,1,4,1.0,1,3,15.0,0.014142135623733162,Fast,1.5095756042667012
0x5696,MYSRES11DEL02,27,4.7,12.323225,76.630028,12.453225,76.760028,21:55,2,1,1,0,3,1.0,1,3,18.0,0.1838477631085085,Fast,20.20634489518928
0xd5e3,KOCRES19DEL02,26,4.3,9.960846,76.293936,9.980846,76.313936,8:40,3,2,0,1,3,0.0,1,3,17.0,0.028284271247458786,Fast,3.1214062495331616
0x3c9e,JAPRES09DEL01,33,5.0,26.911378,75.789034,26.921378,75.799034,11:05,3,2,1,0,3,0.0,1,1,27.0,0.014142135623735673,Normal,1.489792976782627
0x438f,BANGRES010DEL01,39,4.6,12.933298,77.614293,12.973298,77.654293,15:55,4,3,1,2,4,1.0,1,1,23.0,0.05656854249491757,Normal,6.210618323092562
0xa696,INDORES15DEL02,25,4.3,22.760072,75.892574,22.890072,76.022574,17:55,6,3,0,0,3,1.0,1,1,35.0,0.1838477631085085,Normal,19.658828717454107
0xa2cc,COIMBRES15DEL03,22,4.9,11.006686,76.951736,11.066686,77.011736,19:30,3,1,1,3,3,1.0,1,3,15.0,0.08485281374238766,Fast,9.348356419300423
0x9c5a,COIMBRES010DEL01,28,4.9,11.003008,76.97544,11.113008,77.08544,19:45,4,1,2,1,2,0.0,1,1,12.0,0.1555634918610409,Fast,17.138041435510257
0xa191,SURRES04DEL02,21,4.8,21.173493,72.801953,21.253493,72.881953,20:50,3,1,2,0,3,1.0,1,1,29.0,0.11313708498984519,Normal,12.161512247541568
0xca0e,KOLRES01DEL03,20,4.7,22.514688,88.393294,22.604688,88.483294,24:05,2,2,1,1,3,1.0,1,3,19.0,0.12727922061358088,Fast,13.62208523449083
0xa070,VADRES17DEL02,31,4.9,0.0,0.0,0.08,0.08,22:40,6,2,1,3,4,1.0,1,1,28.0,0.1131370849898476,Normal,12.58026782240096
0x321b,COIMBRES17DEL02,22,4.6,11.026117,76.944652,11.046117,76.964652,8:60,4,2,0,1,3,1.0,1,1,16.0,0.028284271247460042,Fast,3.116121839413475
0x2b1c,SURRES03DEL03,33,4.7,21.186884,72.793616,21.216884,72.823616,20:40,1,1,0,2,3,1.0,1,1,30.0,0.04242640687119446,Normal,4.560734055769101
0xa7f9,BANGRES12DEL02,30,4.2,12.939496,77.625999,13.069496,77.755999,18:60,2,3,0,0,3,1.0,1,1,35.0,0.1838477631085085,Normal,20.182482607604513
0x7293,CHENRES13DEL03,22,4.2,13.027018,80.254791,13.057018,80.284791,23:25,3,2,0,2,3,1.0,1,1,26.0,0.0424264068711932,Normal,4.657153007152837
0xa05b,CHENRES05DEL02,33,4.9,13.058616,80.264151,13.188616,80.394151,19:60,1,1,2,2,3,1.0,2,1,47.0,0.18384776310849843,Slow,20.177742451194362
0x1a20,INDORES16DEL02,38,4.9,22.744648,75.894377,22.764648,75.914377,11:60,0,0,2,0,4,1.0,1,3,38.0,0.028284271247458786,Normal,3.0251533668867396
0x40d5,CHENRES03DEL02,37,4.9,13.091809,80.219104,13.111809,80.239104,9:25,4,2,2,1,4,0.0,1,1,12.0,0.028284271247458786,Fast,3.104402431477901
0xd067,KNPRES07DEL03,27,4.7,26.472001,80.354002,26.562001,80.444002,20:50,4,1,2,3,4,0.0,1,1,12.0,0.12727922061358088,Fast,13.429027601857161
0xa59c,MYSRES19DEL01,32,5.0,12.334022,76.618203,12.374022,76.658203,14:05,6,0,1,3,4,1.0,1,1,31.0,0.056568542494928875,Normal,6.217735074214348
0x22c9,MUMRES11DEL01,35,4.6,18.994237,72.825553,19.064237,72.895553,21:25,0,1,0,1,3,1.0,1,1,45.0,0.09899494936612209,Slow,10.711185800959658
0xe01c,KOLRES02DEL01,30,4.4,22.514585,88.39331,22.624585,88.50331,21:60,2,1,1,0,3,1.0,1,1,34.0,0.15556349186103965,Normal,16.6486646134817
0x8021,INDORES14DEL02,25,4.4,22.761593,75.886362,22.841593,75.966362,17:45,0,3,2,2,4,1.0,1,1,39.0,0.11313708498984519,Normal,12.098699936279859
0x582a,SURRES05DEL03,26,4.2,21.175104,72.804342,21.265104,72.894342,20:10,3,1,0,0,3,1.0,1,1,31.0,0.12727922061357083,Normal,13.681416111912892
0xd4ef,AGRRES15DEL02,38,4.8,0.0,0.0,0.05,0.05,18:25,4,3,0,2,3,0.0,1,3,22.0,0.07071067811865477,Normal,7.8626681674103684
0xc5d1,KOCRES05DEL03,24,5.0,9.970717,76.285447,10.060717,76.375447,21:50,2,1,1,0,4,0.0,1,1,18.0,0.12727922061357083,Fast,14.0453730484291
0xe06e,ALHRES03DEL01,26,4.9,25.451517,81.832616,25.461517,81.842616,8:30,0,2,0,1,3,1.0,1,1,22.0,0.014142135623735673,Normal,1.4981425885986375
0xc75d,AURGRES18DEL02,39,4.8,19.888716,75.321461,19.938716,75.371461,22:55,2,2,2,1,3,1.0,1,1,22.0,0.07071067811865325,Normal,7.631222020276562
0xbe65,INDORES08DEL01,39,4.9,22.725748,75.898497,22.795748,75.968497,23:55,6,2,0,0,3,0.0,1,1,22.0,0.09899494936611203,Normal,10.587819003215479
0x6b3e,HYDRES08DEL03,22,4.5,17.438263,78.397865,17.468263,78.427865,19:50,6,1,2,1,4,0.0,1,1,27.0,0.04242640687119446,Normal,4.610285665960067
0x5d38,BANGRES13DEL02,23,4.8,12.935662,77.61413,13.015662,77.69413,18:45,4,3,0,2,3,1.0,1,1,22.0,0.11313708498984645,Normal,12.42069253996503
0x8544,MYSRES05DEL01,25,4.2,12.323978,76.627961,12.393978,76.697961,20:25,1,1,2,2,3,1.0,1,1,44.0,0.09899494936612209,Slow,10.88093543843387
0x219e,BANGRES19DEL02,36,4.3,12.914264,77.6784,13.044264,77.8084,21:20,6,1,0,0,3,1.0,1,1,44.0,0.18384776310850975,Slow,20.18348136584519
0x2acd,PUNERES16DEL01,30,4.0,18.536718,73.830327,18.546719,73.840328,11:35,6,0,1,0,3,1.0,1,1,31.0,0.014143549837294475,Normal,1.5324173514302288
0x34b8,INDORES17DEL03,37,4.4,22.761226,75.887522,22.851226,75.977522,20:35,2,1,2,3,3,2.0,1,1,40.0,0.12727922061357083,Normal,13.61082462242586
0x75c5,VADRES20DEL01,33,5.0,22.311358,73.164798,22.381358,73.234798,18:20,0,3,2,2,3,1.0,1,1,31.0,0.09899494936611203,Normal,10.602467987619507
0x9d0e,RANCHIRES04DEL02,34,4.6,23.359033,85.325347,23.409033,85.375347,18:05,6,3,2,2,4,0.0,1,1,27.0,0.0707106781186633,Normal,7.546680469081603
0xc676,DEHRES03DEL01,29,4.6,30.335259,78.053162,30.375259,78.093162,16:40,4,3,0,3,3,1.0,1,1,21.0,0.05656854249492762,Normal,5.874816158028467
0x8bd6,MYSRES14DEL02,23,4.5,0.0,0.0,0.13,0.13,20:45,2,1,2,3,2,0.0,1,3,25.0,0.18384776310850237,Normal,20.44292976252901
0x62d8,CHENRES14DEL02,39,4.6,13.026279,80.174568,13.076279,80.224568,22:40,1,2,0,2,3,1.0,1,3,25.0,0.07071067811866204,Normal,7.761780026108867
0xdb9f,AGRRES20DEL01,26,4.3,27.158822,78.045359,27.168822,78.055359,10:30,2,2,0,2,3,0.0,1,1,20.0,0.014142135623723113,Fast,1.4883409409467787
0xaa47,BANGRES19DEL03,25,4.9,12.914264,77.6784,13.004264,77.7684,23:50,6,2,0,0,3,0.0,1,1,17.0,0.12727922061358088,Fast,13.973727486522968
0xefc,JAPRES02DEL02,39,4.7,26.914142,75.805704,26.964142,75.855704,22:50,1,2,2,1,3,1.0,1,3,17.0,0.07071067811865325,Fast,7.448298968601334
0x9abd,MUMRES04DEL02,24,4.8,19.254567,72.848923,19.274567,72.868923,11:40,3,0,0,1,3,0.0,1,1,20.0,0.028284271247458786,Fast,3.0582815752499948
0x6fdd,MUMRES05DEL03,27,4.8,18.927584,72.832585,19.017584,72.922585,22:25,0,2,1,2,4,1.0,1,1,22.0,0.12727922061358088,Normal,13.773737657079298
0x6d29,RANCHIRES07DEL02,27,4.9,23.359407,85.325055,23.439407,85.405055,21:25,4,1,1,3,3,1.0,1,3,24.0,0.11313708498984519,Normal,12.074047498027575
0x574d,PUNERES02DEL01,27,4.6,18.55144,73.804855,18.62144,73.874855,19:50,4,1,0,3,3,0.0,1,1,15.0,0.09899494936611203,Fast,10.724517748046024
0xa292,BANGRES13DEL01,38,4.3,12.935662,77.61413,13.005662,77.68413,20:05,3,1,0,1,3,1.0,1,3,36.0,0.09899494936611078,Normal,10.868212517103021
0x4556,JAPRES03DEL01,25,4.9,26.913483,75.803139,26.953483,75.843139,16:55,2,3,0,2,3,0.0,1,1,16.0,0.05656854249491757,Fast,5.958771662511523
0x7e58,MUMRES19DEL01,24,5.0,19.131141,72.813074,19.201141,72.883074,19:40,0,1,1,1,3,1.0,1,1,32.0,0.09899494936611203,Normal,10.707006464770936
0x7cc1,BANGRES11DEL01,27,4.6,12.934365,77.616155,13.044365,77.726155,20:15,6,1,2,1,4,1.0,1,1,28.0,0.1555634918610409,Normal,17.07799287216204
0x9ad5,MUMRES18DEL01,35,3.7,19.1093,72.825451,19.2193,72.935451,24:05,0,2,1,2,3,0.0,1,1,37.0,0.15556349186103965,Normal,16.8253834049009
0x9bfa,VADRES20DEL02,35,3.6,22.311358,73.164798,22.441358,73.294798,19:50,3,1,1,3,4,0.0,1,1,35.0,0.18384776310850096,Normal,19.688340311678566
0xb40,PUNERES18DEL02,25,4.3,18.593481,73.785901,18.613481,73.805901,12:15,2,0,0,0,3,1.0,1,1,33.0,0.028284271247468833,Normal,3.064002956584147
0x8922,MYSRES07DEL02,39,4.9,12.325461,76.632278,12.405461,76.712278,21:30,2,1,0,1,3,1.0,1,3,36.0,0.11313708498984645,Normal,12.435204072231338
0x733,RANCHIRES12DEL03,0,4.630110732538331,0.0,0.0,0.06,0.06,22:05,7,5,3,2,4,1.0,1,1,37.0,0.08485281374238571,Normal,9.435201537430713
0xc669,LUDHRES15DEL01,25,4.9,30.899584,75.809346,30.969584,75.879346,20:15,2,1,1,0,3,1.0,1,1,28.0,0.09899494936611203,Normal,10.254765380990598
0xdf85,GOARES06DEL01,23,4.8,15.56155,73.749092,15.67155,73.859092,17:50,3,3,0,1,3,1.0,1,1,31.0,0.15556349186103965,Normal,16.981594342110476
0x7ff5,CHENRES01DEL03,36,4.8,13.005801,80.250744,13.095801,80.340744,22:50,0,2,2,3,3,0.0,1,1,26.0,0.12727922061358088,Normal,13.97121661678327
0xb1bb,CHENRES04DEL02,24,4.8,13.02978,80.208812,13.15978,80.338812,17:20,3,3,0,0,3,0.0,1,1,22.0,0.1838477631085085,Normal,20.178893713604634
0x5c4d,HYDRES07DEL01,21,4.8,17.424114,78.347554,17.534114,78.457554,17:45,4,3,1,1,4,1.0,1,3,12.0,0.15556349186103965,Fast,16.903235903519843
0x4c23,MYSRES06DEL01,33,4.4,12.323994,76.626167,12.393994,76.696167,19:30,2,1,0,0,3,2.0,1,1,43.0,0.09899494936612083,Slow,10.880935113345313
0xb4dc,BANGRES02DEL03,37,4.8,12.970221,77.645396,13.030221,77.705396,19:20,4,1,0,0,3,0.0,1,1,21.0,0.08485281374237635,Normal,9.315071060294844
0xd0a9,BHPRES06DEL02,21,4.7,23.232357,77.429989,23.312357,77.509989,19:10,1,3,1,3,4,1.0,1,1,34.0,0.11313708498984519,Normal,12.07933216823287
0xdea2,DEHRES16DEL02,39,4.9,30.342509,78.061187,30.472509,78.191187,17:30,2,3,1,2,4,1.0,1,1,28.0,0.18384776310849843,Normal,19.088793977182956
0xabdd,MYSRES09DEL02,25,4.7,12.323194,76.630583,12.403194,76.710583,21:35,4,1,2,0,3,1.0,1,1,19.0,0.11313708498984519,Fast,12.43525673518922
0x857d,MUMRES01DEL02,22,4.5,19.12663,72.829976,19.25663,72.959976,21:20,6,1,1,0,3,1.0,1,1,17.0,0.18384776310850096,Fast,19.88298786811286
0x9475,JAPRES07DEL03,36,4.6,26.766536,75.837333,26.856536,75.927333,20:35,4,1,1,1,4,1.0,1,1,21.0,0.12727922061358088,Normal,13.413644078076244
0x176e,BANGRES19DEL03,35,4.8,12.914264,77.6784,12.944264,77.7084,18:40,0,3,1,1,4,0.0,1,1,19.0,0.04242640687119446,Fast,4.65818248829983
0xb411,CHENRES11DEL02,30,3.9,13.064181,80.236442,13.194181,80.366442,18:60,3,3,1,2,4,1.0,1,1,34.0,0.18384776310850975,Normal,20.177519993018656
0x27af,JAPRES02DEL03,24,4.8,26.914142,75.805704,26.974142,75.865704,17:55,1,3,2,3,2,0.0,1,3,13.0,0.08485281374237887,Fast,8.93778311563518
0x461c,HYDRES04DEL02,20,4.6,17.411028,78.329645,17.461028,78.379645,21:05,3,1,2,2,4,0.0,1,1,16.0,0.07071067811865074,Fast,7.68415541716559
